Framework,Reference,Requirement,Element ID,Element,Counts towards Covers,Source,Note
ESRS E1,ESRS E1 Strategy 14-17,"(14) The undertaking shall disclose its transition plan for climate change mitigation. The information required by paragraph 14 shall include: (16a) by reference to GHG emission reduction targets (as required by Disclosure Requirement E1-4), an explanation of how the undertaking’s targets are compatible with the limiting of global warming to 1.5°C in line with the Paris Agreement; (16b) by reference to GHG emission reduction targets (as required by Disclosure Requirement E1-4) and the climate change mitigation actions (as required by Disclosure Requirement E1-3), an explanation of the decarbonisation levers identified, and key actions planned, including changes in the undertaking’s product and service portfolio and the adoption of new technologies in its own operations, or the upstream and/or downstream value chain; (16c) by reference to the climate change mitigation actions (as required by Disclosure Requirement E1-3), an explanation and quantification of the undertaking’s investments and funding supporting the implementation of its transition plan, with a reference to the key performance indicators of taxonomy-aligned CapEx, and where relevant the CapEx plans, that the undertaking discloses in accordance with Commission Delegated Regulation (EU) 2021/2178; (16d) a qualitative assessment of the potential locked-in GHG emissions from the undertaking’s key assets and products. This shall include an explanation of if and how these emissions may jeopardise the achievement of the undertaking’s GHG emission reduction targets and drive transition risk, and if applicable, an explanation of the undertaking’s plans to manage its GHG-intensive and energy intensive assets and products; (16e) for undertakings with economic activities that are covered by delegated regulations on climate adaptation or mitigation under the Taxonomy Regulation, an explanation of any objective or plans (CapEX, CapEx plans, OpEX) that the undertaking has for aligning its economic activities (revenues, CapEx, OpEx) with the criteria established in Commission Delegated Regulation 2021/2139; (16f) if applicable, a disclosure of significant CapEx amounts invested during the reporting period related to coal, oil and gas-related economic activities; (16h) a disclosure on whether or not the undertaking is excluded from the EU Paris-aligned Benchmarks (16i) an explanation of how the transition plan is embedded in and aligned with the undertaking’s overall business strategy and financial planning; (16j) whether the transition plan is approved by the administrative, management and supervisory bodies; and (16k) an explanation of the undertaking’s progress in implementing the transition plan. In case the undertaking does not have a transition plan in place, it shall indicate whether and, if so, when it will adopt a transition plan.",E1,"By reference to GHG emission reduction targets (as required by Disclosure Requirement E1-4), an explanation of how the undertaking’s targets are compatible with the limiting of global warming to 1.5°C in line with the Paris Agreement",Yes,Requirement text,
ESRS E1,ESRS E1 Strategy 14-17,"(14) The undertaking shall disclose its transition plan for climate change mitigation. The information required by paragraph 14 shall include: (16a) by reference to GHG emission reduction targets (as required by Disclosure Requirement E1-4), an explanation of how the undertaking’s targets are compatible with the limiting of global warming to 1.5°C in line with the Paris Agreement; (16b) by reference to GHG emission reduction targets (as required by Disclosure Requirement E1-4) and the climate change mitigation actions (as required by Disclosure Requirement E1-3), an explanation of the decarbonisation levers identified, and key actions planned, including changes in the undertaking’s product and service portfolio and the adoption of new technologies in its own operations, or the upstream and/or downstream value chain; (16c) by reference to the climate change mitigation actions (as required by Disclosure Requirement E1-3), an explanation and quantification of the undertaking’s investments and funding supporting the implementation of its transition plan, with a reference to the key performance indicators of taxonomy-aligned CapEx, and where relevant the CapEx plans, that the undertaking discloses in accordance with Commission Delegated Regulation (EU) 2021/2178; (16d) a qualitative assessment of the potential locked-in GHG emissions from the undertaking’s key assets and products. This shall include an explanation of if and how these emissions may jeopardise the achievement of the undertaking’s GHG emission reduction targets and drive transition risk, and if applicable, an explanation of the undertaking’s plans to manage its GHG-intensive and energy intensive assets and products; (16e) for undertakings with economic activities that are covered by delegated regulations on climate adaptation or mitigation under the Taxonomy Regulation, an explanation of any objective or plans (CapEX, CapEx plans, OpEX) that the undertaking has for aligning its economic activities (revenues, CapEx, OpEx) with the criteria established in Commission Delegated Regulation 2021/2139; (16f) if applicable, a disclosure of significant CapEx amounts invested during the reporting period related to coal, oil and gas-related economic activities; (16h) a disclosure on whether or not the undertaking is excluded from the EU Paris-aligned Benchmarks (16i) an explanation of how the transition plan is embedded in and aligned with the undertaking’s overall business strategy and financial planning; (16j) whether the transition plan is approved by the administrative, management and supervisory bodies; and (16k) an explanation of the undertaking’s progress in implementing the transition plan. In case the undertaking does not have a transition plan in place, it shall indicate whether and, if so, when it will adopt a transition plan.",E2,"By reference to GHG emission reduction targets (as required by Disclosure Requirement E1-4) and the climate change mitigation actions (as required by Disclosure Requirement E1-3), an explanation of the decarbonisation levers identified, and key actions planned, including changes in the undertaking’s product and service portfolio and the adoption of new technologies in its own operations, or the upstream and/or downstream value chain",Yes,Requirement text,
ESRS E1,ESRS E1 Strategy 14-17,"(14) The undertaking shall disclose its transition plan for climate change mitigation. The information required by paragraph 14 shall include: (16a) by reference to GHG emission reduction targets (as required by Disclosure Requirement E1-4), an explanation of how the undertaking’s targets are compatible with the limiting of global warming to 1.5°C in line with the Paris Agreement; (16b) by reference to GHG emission reduction targets (as required by Disclosure Requirement E1-4) and the climate change mitigation actions (as required by Disclosure Requirement E1-3), an explanation of the decarbonisation levers identified, and key actions planned, including changes in the undertaking’s product and service portfolio and the adoption of new technologies in its own operations, or the upstream and/or downstream value chain; (16c) by reference to the climate change mitigation actions (as required by Disclosure Requirement E1-3), an explanation and quantification of the undertaking’s investments and funding supporting the implementation of its transition plan, with a reference to the key performance indicators of taxonomy-aligned CapEx, and where relevant the CapEx plans, that the undertaking discloses in accordance with Commission Delegated Regulation (EU) 2021/2178; (16d) a qualitative assessment of the potential locked-in GHG emissions from the undertaking’s key assets and products. This shall include an explanation of if and how these emissions may jeopardise the achievement of the undertaking’s GHG emission reduction targets and drive transition risk, and if applicable, an explanation of the undertaking’s plans to manage its GHG-intensive and energy intensive assets and products; (16e) for undertakings with economic activities that are covered by delegated regulations on climate adaptation or mitigation under the Taxonomy Regulation, an explanation of any objective or plans (CapEX, CapEx plans, OpEX) that the undertaking has for aligning its economic activities (revenues, CapEx, OpEx) with the criteria established in Commission Delegated Regulation 2021/2139; (16f) if applicable, a disclosure of significant CapEx amounts invested during the reporting period related to coal, oil and gas-related economic activities; (16h) a disclosure on whether or not the undertaking is excluded from the EU Paris-aligned Benchmarks (16i) an explanation of how the transition plan is embedded in and aligned with the undertaking’s overall business strategy and financial planning; (16j) whether the transition plan is approved by the administrative, management and supervisory bodies; and (16k) an explanation of the undertaking’s progress in implementing the transition plan. In case the undertaking does not have a transition plan in place, it shall indicate whether and, if so, when it will adopt a transition plan.",E3,"By reference to the climate change mitigation actions (as required by Disclosure Requirement E1-3), an explanation and quantification of the undertaking’s investments and funding supporting the implementation of its transition plan, with a reference to the key performance indicators of taxonomy-aligned CapEx, and where relevant the CapEx plans, that the undertaking discloses in accordance with Commission Delegated Regulation (EU) 2021/2178",Yes,Requirement text,
ESRS E1,ESRS E1 Strategy 14-17,"(14) The undertaking shall disclose its transition plan for climate change mitigation. The information required by paragraph 14 shall include: (16a) by reference to GHG emission reduction targets (as required by Disclosure Requirement E1-4), an explanation of how the undertaking’s targets are compatible with the limiting of global warming to 1.5°C in line with the Paris Agreement; (16b) by reference to GHG emission reduction targets (as required by Disclosure Requirement E1-4) and the climate change mitigation actions (as required by Disclosure Requirement E1-3), an explanation of the decarbonisation levers identified, and key actions planned, including changes in the undertaking’s product and service portfolio and the adoption of new technologies in its own operations, or the upstream and/or downstream value chain; (16c) by reference to the climate change mitigation actions (as required by Disclosure Requirement E1-3), an explanation and quantification of the undertaking’s investments and funding supporting the implementation of its transition plan, with a reference to the key performance indicators of taxonomy-aligned CapEx, and where relevant the CapEx plans, that the undertaking discloses in accordance with Commission Delegated Regulation (EU) 2021/2178; (16d) a qualitative assessment of the potential locked-in GHG emissions from the undertaking’s key assets and products. This shall include an explanation of if and how these emissions may jeopardise the achievement of the undertaking’s GHG emission reduction targets and drive transition risk, and if applicable, an explanation of the undertaking’s plans to manage its GHG-intensive and energy intensive assets and products; (16e) for undertakings with economic activities that are covered by delegated regulations on climate adaptation or mitigation under the Taxonomy Regulation, an explanation of any objective or plans (CapEX, CapEx plans, OpEX) that the undertaking has for aligning its economic activities (revenues, CapEx, OpEx) with the criteria established in Commission Delegated Regulation 2021/2139; (16f) if applicable, a disclosure of significant CapEx amounts invested during the reporting period related to coal, oil and gas-related economic activities; (16h) a disclosure on whether or not the undertaking is excluded from the EU Paris-aligned Benchmarks (16i) an explanation of how the transition plan is embedded in and aligned with the undertaking’s overall business strategy and financial planning; (16j) whether the transition plan is approved by the administrative, management and supervisory bodies; and (16k) an explanation of the undertaking’s progress in implementing the transition plan. In case the undertaking does not have a transition plan in place, it shall indicate whether and, if so, when it will adopt a transition plan.",E4,"A qualitative assessment of the potential locked-in GHG emissions from the undertaking’s key assets and products. This shall include an explanation of if and how these emissions may jeopardise the achievement of the undertaking’s GHG emission reduction targets and drive transition risk, and if applicable, an explanation of the undertaking’s plans to manage its GHG-intensive and energy intensive assets and products",Yes,Requirement text,
ESRS E1,ESRS E1 Strategy 14-17,"(14) The undertaking shall disclose its transition plan for climate change mitigation. The information required by paragraph 14 shall include: (16a) by reference to GHG emission reduction targets (as required by Disclosure Requirement E1-4), an explanation of how the undertaking’s targets are compatible with the limiting of global warming to 1.5°C in line with the Paris Agreement; (16b) by reference to GHG emission reduction targets (as required by Disclosure Requirement E1-4) and the climate change mitigation actions (as required by Disclosure Requirement E1-3), an explanation of the decarbonisation levers identified, and key actions planned, including changes in the undertaking’s product and service portfolio and the adoption of new technologies in its own operations, or the upstream and/or downstream value chain; (16c) by reference to the climate change mitigation actions (as required by Disclosure Requirement E1-3), an explanation and quantification of the undertaking’s investments and funding supporting the implementation of its transition plan, with a reference to the key performance indicators of taxonomy-aligned CapEx, and where relevant the CapEx plans, that the undertaking discloses in accordance with Commission Delegated Regulation (EU) 2021/2178; (16d) a qualitative assessment of the potential locked-in GHG emissions from the undertaking’s key assets and products. This shall include an explanation of if and how these emissions may jeopardise the achievement of the undertaking’s GHG emission reduction targets and drive transition risk, and if applicable, an explanation of the undertaking’s plans to manage its GHG-intensive and energy intensive assets and products; (16e) for undertakings with economic activities that are covered by delegated regulations on climate adaptation or mitigation under the Taxonomy Regulation, an explanation of any objective or plans (CapEX, CapEx plans, OpEX) that the undertaking has for aligning its economic activities (revenues, CapEx, OpEx) with the criteria established in Commission Delegated Regulation 2021/2139; (16f) if applicable, a disclosure of significant CapEx amounts invested during the reporting period related to coal, oil and gas-related economic activities; (16h) a disclosure on whether or not the undertaking is excluded from the EU Paris-aligned Benchmarks (16i) an explanation of how the transition plan is embedded in and aligned with the undertaking’s overall business strategy and financial planning; (16j) whether the transition plan is approved by the administrative, management and supervisory bodies; and (16k) an explanation of the undertaking’s progress in implementing the transition plan. In case the undertaking does not have a transition plan in place, it shall indicate whether and, if so, when it will adopt a transition plan.",E5,"For undertakings with economic activities that are covered by delegated regulations on climate adaptation or mitigation under the Taxonomy Regulation, an explanation of any objective or plans (CapEX, CapEx plans, OpEX) that the undertaking has for aligning its economic activities (revenues, CapEx, OpEx) with the criteria established in Commission Delegated Regulation 2021/2139",Yes,Requirement text,
ESRS E1,ESRS E1 Strategy 14-17,"(14) The undertaking shall disclose its transition plan for climate change mitigation. The information required by paragraph 14 shall include: (16a) by reference to GHG emission reduction targets (as required by Disclosure Requirement E1-4), an explanation of how the undertaking’s targets are compatible with the limiting of global warming to 1.5°C in line with the Paris Agreement; (16b) by reference to GHG emission reduction targets (as required by Disclosure Requirement E1-4) and the climate change mitigation actions (as required by Disclosure Requirement E1-3), an explanation of the decarbonisation levers identified, and key actions planned, including changes in the undertaking’s product and service portfolio and the adoption of new technologies in its own operations, or the upstream and/or downstream value chain; (16c) by reference to the climate change mitigation actions (as required by Disclosure Requirement E1-3), an explanation and quantification of the undertaking’s investments and funding supporting the implementation of its transition plan, with a reference to the key performance indicators of taxonomy-aligned CapEx, and where relevant the CapEx plans, that the undertaking discloses in accordance with Commission Delegated Regulation (EU) 2021/2178; (16d) a qualitative assessment of the potential locked-in GHG emissions from the undertaking’s key assets and products. This shall include an explanation of if and how these emissions may jeopardise the achievement of the undertaking’s GHG emission reduction targets and drive transition risk, and if applicable, an explanation of the undertaking’s plans to manage its GHG-intensive and energy intensive assets and products; (16e) for undertakings with economic activities that are covered by delegated regulations on climate adaptation or mitigation under the Taxonomy Regulation, an explanation of any objective or plans (CapEX, CapEx plans, OpEX) that the undertaking has for aligning its economic activities (revenues, CapEx, OpEx) with the criteria established in Commission Delegated Regulation 2021/2139; (16f) if applicable, a disclosure of significant CapEx amounts invested during the reporting period related to coal, oil and gas-related economic activities; (16h) a disclosure on whether or not the undertaking is excluded from the EU Paris-aligned Benchmarks (16i) an explanation of how the transition plan is embedded in and aligned with the undertaking’s overall business strategy and financial planning; (16j) whether the transition plan is approved by the administrative, management and supervisory bodies; and (16k) an explanation of the undertaking’s progress in implementing the transition plan. In case the undertaking does not have a transition plan in place, it shall indicate whether and, if so, when it will adopt a transition plan.",E6,"If applicable, a disclosure of significant CapEx amounts invested during the reporting period related to coal, oil and gas-related economic activities",Yes,Requirement text,
ESRS E1,ESRS E1 Strategy 14-17,"(14) The undertaking shall disclose its transition plan for climate change mitigation. The information required by paragraph 14 shall include: (16a) by reference to GHG emission reduction targets (as required by Disclosure Requirement E1-4), an explanation of how the undertaking’s targets are compatible with the limiting of global warming to 1.5°C in line with the Paris Agreement; (16b) by reference to GHG emission reduction targets (as required by Disclosure Requirement E1-4) and the climate change mitigation actions (as required by Disclosure Requirement E1-3), an explanation of the decarbonisation levers identified, and key actions planned, including changes in the undertaking’s product and service portfolio and the adoption of new technologies in its own operations, or the upstream and/or downstream value chain; (16c) by reference to the climate change mitigation actions (as required by Disclosure Requirement E1-3), an explanation and quantification of the undertaking’s investments and funding supporting the implementation of its transition plan, with a reference to the key performance indicators of taxonomy-aligned CapEx, and where relevant the CapEx plans, that the undertaking discloses in accordance with Commission Delegated Regulation (EU) 2021/2178; (16d) a qualitative assessment of the potential locked-in GHG emissions from the undertaking’s key assets and products. This shall include an explanation of if and how these emissions may jeopardise the achievement of the undertaking’s GHG emission reduction targets and drive transition risk, and if applicable, an explanation of the undertaking’s plans to manage its GHG-intensive and energy intensive assets and products; (16e) for undertakings with economic activities that are covered by delegated regulations on climate adaptation or mitigation under the Taxonomy Regulation, an explanation of any objective or plans (CapEX, CapEx plans, OpEX) that the undertaking has for aligning its economic activities (revenues, CapEx, OpEx) with the criteria established in Commission Delegated Regulation 2021/2139; (16f) if applicable, a disclosure of significant CapEx amounts invested during the reporting period related to coal, oil and gas-related economic activities; (16h) a disclosure on whether or not the undertaking is excluded from the EU Paris-aligned Benchmarks (16i) an explanation of how the transition plan is embedded in and aligned with the undertaking’s overall business strategy and financial planning; (16j) whether the transition plan is approved by the administrative, management and supervisory bodies; and (16k) an explanation of the undertaking’s progress in implementing the transition plan. In case the undertaking does not have a transition plan in place, it shall indicate whether and, if so, when it will adopt a transition plan.",E7,A disclosure on whether or not the undertaking is excluded from the EU Paris-aligned Benchmarks,Yes,Requirement text,
ESRS E1,ESRS E1 Strategy 14-17,"(14) The undertaking shall disclose its transition plan for climate change mitigation. The information required by paragraph 14 shall include: (16a) by reference to GHG emission reduction targets (as required by Disclosure Requirement E1-4), an explanation of how the undertaking’s targets are compatible with the limiting of global warming to 1.5°C in line with the Paris Agreement; (16b) by reference to GHG emission reduction targets (as required by Disclosure Requirement E1-4) and the climate change mitigation actions (as required by Disclosure Requirement E1-3), an explanation of the decarbonisation levers identified, and key actions planned, including changes in the undertaking’s product and service portfolio and the adoption of new technologies in its own operations, or the upstream and/or downstream value chain; (16c) by reference to the climate change mitigation actions (as required by Disclosure Requirement E1-3), an explanation and quantification of the undertaking’s investments and funding supporting the implementation of its transition plan, with a reference to the key performance indicators of taxonomy-aligned CapEx, and where relevant the CapEx plans, that the undertaking discloses in accordance with Commission Delegated Regulation (EU) 2021/2178; (16d) a qualitative assessment of the potential locked-in GHG emissions from the undertaking’s key assets and products. This shall include an explanation of if and how these emissions may jeopardise the achievement of the undertaking’s GHG emission reduction targets and drive transition risk, and if applicable, an explanation of the undertaking’s plans to manage its GHG-intensive and energy intensive assets and products; (16e) for undertakings with economic activities that are covered by delegated regulations on climate adaptation or mitigation under the Taxonomy Regulation, an explanation of any objective or plans (CapEX, CapEx plans, OpEX) that the undertaking has for aligning its economic activities (revenues, CapEx, OpEx) with the criteria established in Commission Delegated Regulation 2021/2139; (16f) if applicable, a disclosure of significant CapEx amounts invested during the reporting period related to coal, oil and gas-related economic activities; (16h) a disclosure on whether or not the undertaking is excluded from the EU Paris-aligned Benchmarks (16i) an explanation of how the transition plan is embedded in and aligned with the undertaking’s overall business strategy and financial planning; (16j) whether the transition plan is approved by the administrative, management and supervisory bodies; and (16k) an explanation of the undertaking’s progress in implementing the transition plan. In case the undertaking does not have a transition plan in place, it shall indicate whether and, if so, when it will adopt a transition plan.",E8,An explanation of how the transition plan is embedded in and aligned with the undertaking’s overall business strategy and financial planning,Yes,Requirement text,
ESRS E1,ESRS E1 Strategy 14-17,"(14) The undertaking shall disclose its transition plan for climate change mitigation. The information required by paragraph 14 shall include: (16a) by reference to GHG emission reduction targets (as required by Disclosure Requirement E1-4), an explanation of how the undertaking’s targets are compatible with the limiting of global warming to 1.5°C in line with the Paris Agreement; (16b) by reference to GHG emission reduction targets (as required by Disclosure Requirement E1-4) and the climate change mitigation actions (as required by Disclosure Requirement E1-3), an explanation of the decarbonisation levers identified, and key actions planned, including changes in the undertaking’s product and service portfolio and the adoption of new technologies in its own operations, or the upstream and/or downstream value chain; (16c) by reference to the climate change mitigation actions (as required by Disclosure Requirement E1-3), an explanation and quantification of the undertaking’s investments and funding supporting the implementation of its transition plan, with a reference to the key performance indicators of taxonomy-aligned CapEx, and where relevant the CapEx plans, that the undertaking discloses in accordance with Commission Delegated Regulation (EU) 2021/2178; (16d) a qualitative assessment of the potential locked-in GHG emissions from the undertaking’s key assets and products. This shall include an explanation of if and how these emissions may jeopardise the achievement of the undertaking’s GHG emission reduction targets and drive transition risk, and if applicable, an explanation of the undertaking’s plans to manage its GHG-intensive and energy intensive assets and products; (16e) for undertakings with economic activities that are covered by delegated regulations on climate adaptation or mitigation under the Taxonomy Regulation, an explanation of any objective or plans (CapEX, CapEx plans, OpEX) that the undertaking has for aligning its economic activities (revenues, CapEx, OpEx) with the criteria established in Commission Delegated Regulation 2021/2139; (16f) if applicable, a disclosure of significant CapEx amounts invested during the reporting period related to coal, oil and gas-related economic activities; (16h) a disclosure on whether or not the undertaking is excluded from the EU Paris-aligned Benchmarks (16i) an explanation of how the transition plan is embedded in and aligned with the undertaking’s overall business strategy and financial planning; (16j) whether the transition plan is approved by the administrative, management and supervisory bodies; and (16k) an explanation of the undertaking’s progress in implementing the transition plan. In case the undertaking does not have a transition plan in place, it shall indicate whether and, if so, when it will adopt a transition plan.",E9,"Whether the transition plan is approved by the administrative, management and supervisory bodies",Yes,Requirement text,
ESRS E1,ESRS E1 Strategy 14-17,"(14) The undertaking shall disclose its transition plan for climate change mitigation. The information required by paragraph 14 shall include: (16a) by reference to GHG emission reduction targets (as required by Disclosure Requirement E1-4), an explanation of how the undertaking’s targets are compatible with the limiting of global warming to 1.5°C in line with the Paris Agreement; (16b) by reference to GHG emission reduction targets (as required by Disclosure Requirement E1-4) and the climate change mitigation actions (as required by Disclosure Requirement E1-3), an explanation of the decarbonisation levers identified, and key actions planned, including changes in the undertaking’s product and service portfolio and the adoption of new technologies in its own operations, or the upstream and/or downstream value chain; (16c) by reference to the climate change mitigation actions (as required by Disclosure Requirement E1-3), an explanation and quantification of the undertaking’s investments and funding supporting the implementation of its transition plan, with a reference to the key performance indicators of taxonomy-aligned CapEx, and where relevant the CapEx plans, that the undertaking discloses in accordance with Commission Delegated Regulation (EU) 2021/2178; (16d) a qualitative assessment of the potential locked-in GHG emissions from the undertaking’s key assets and products. This shall include an explanation of if and how these emissions may jeopardise the achievement of the undertaking’s GHG emission reduction targets and drive transition risk, and if applicable, an explanation of the undertaking’s plans to manage its GHG-intensive and energy intensive assets and products; (16e) for undertakings with economic activities that are covered by delegated regulations on climate adaptation or mitigation under the Taxonomy Regulation, an explanation of any objective or plans (CapEX, CapEx plans, OpEX) that the undertaking has for aligning its economic activities (revenues, CapEx, OpEx) with the criteria established in Commission Delegated Regulation 2021/2139; (16f) if applicable, a disclosure of significant CapEx amounts invested during the reporting period related to coal, oil and gas-related economic activities; (16h) a disclosure on whether or not the undertaking is excluded from the EU Paris-aligned Benchmarks (16i) an explanation of how the transition plan is embedded in and aligned with the undertaking’s overall business strategy and financial planning; (16j) whether the transition plan is approved by the administrative, management and supervisory bodies; and (16k) an explanation of the undertaking’s progress in implementing the transition plan. In case the undertaking does not have a transition plan in place, it shall indicate whether and, if so, when it will adopt a transition plan.",E10,"An explanation of the undertaking’s progress in implementing the transition plan. In case the undertaking does not have a transition plan in place, it shall indicate whether and, if so, when it will adopt a transition plan.",Yes,Requirement text,
ESRS E1,ESRS E1 Strategy 19,"The undertaking shall describe the resilience of its strategy and business model in relation to climate change. This description shall include: (a) the scope of the resilience analysis; (b) how and when the resilience analysis has been conducted, including the use of climate scenario analysis as referenced in the Disclosure Requirement related to ESRS 2 IRO-1 and the related application requirement paragraphs; and (c) the results of the resilience analysis including the results from the use of scenario analysis",E1,The scope of the resilience analysis,Yes,Requirement text,
ESRS E1,ESRS E1 Strategy 19,"The undertaking shall describe the resilience of its strategy and business model in relation to climate change. This description shall include: (a) the scope of the resilience analysis; (b) how and when the resilience analysis has been conducted, including the use of climate scenario analysis as referenced in the Disclosure Requirement related to ESRS 2 IRO-1 and the related application requirement paragraphs; and (c) the results of the resilience analysis including the results from the use of scenario analysis",E2,"How and when the resilience analysis has been conducted, including the use of climate scenario analysis as referenced in the Disclosure Requirement related to ESRS 2 IRO-1 and the related application requirement paragraphs",Yes,Requirement text,
ESRS E1,ESRS E1 Strategy 19,"The undertaking shall describe the resilience of its strategy and business model in relation to climate change. This description shall include: (a) the scope of the resilience analysis; (b) how and when the resilience analysis has been conducted, including the use of climate scenario analysis as referenced in the Disclosure Requirement related to ESRS 2 IRO-1 and the related application requirement paragraphs; and (c) the results of the resilience analysis including the results from the use of scenario analysis",E3,The results of the resilience analysis including the results from the use of scenario analysis,Yes,Requirement text,
ESRS E1,ESRS E1 Risk Management 20,"The undertaking shall describe the process to identify and assess climate-related impacts, risks and opportunities. This description shall include its process in relation to: (a) impacts on climate change, in particular, the undertaking’s GHG emissions (as required by Disclosure Requirement ESRS E1-6); (b) climate-related physical risks in own operations and along the upstream and downstream value chain, in particular: (bi) the identification of climate-related hazards, considering at least high emission climate scenarios; and (bii) the assessment of how its assets and business activities may be exposed and are sensitive to these climate-related hazards, creating gross physical risks for the undertaking. (c) climate-related transition risks and opportunities in own operations and along the upstream and downstream value chain, in particular: (ci) the identification of climate-related transition events, considering at least a climate scenario in line with limiting global warming to 1.5°C with no or limited overshoot; and (cii) the assessment of how its assets and business activities may be exposed to these climate-related transition events, creating gross transition risks or opportunities for the undertaking.",E1,"Impacts on climate change, in particular, the undertaking’s GHG emissions (as required by Disclosure Requirement ESRS E1-6)",Yes,Requirement text,
ESRS E1,ESRS E1 Risk Management 20,"The undertaking shall describe the process to identify and assess climate-related impacts, risks and opportunities. This description shall include its process in relation to: (a) impacts on climate change, in particular, the undertaking’s GHG emissions (as required by Disclosure Requirement ESRS E1-6); (b) climate-related physical risks in own operations and along the upstream and downstream value chain, in particular: (bi) the identification of climate-related hazards, considering at least high emission climate scenarios; and (bii) the assessment of how its assets and business activities may be exposed and are sensitive to these climate-related hazards, creating gross physical risks for the undertaking. (c) climate-related transition risks and opportunities in own operations and along the upstream and downstream value chain, in particular: (ci) the identification of climate-related transition events, considering at least a climate scenario in line with limiting global warming to 1.5°C with no or limited overshoot; and (cii) the assessment of how its assets and business activities may be exposed to these climate-related transition events, creating gross transition risks or opportunities for the undertaking.",E2,"Climate-related physical risks in own operations and along the upstream and downstream value chain, in particular: The identification of climate-related hazards, considering at least high emission climate scenarios; The assessment of how its assets and business activities may be exposed and are sensitive to these climate-related hazards, creating gross physical risks for the undertaking.",Yes,Requirement text,
ESRS E1,ESRS E1 Risk Management 20,"The undertaking shall describe the process to identify and assess climate-related impacts, risks and opportunities. This description shall include its process in relation to: (a) impacts on climate change, in particular, the undertaking’s GHG emissions (as required by Disclosure Requirement ESRS E1-6); (b) climate-related physical risks in own operations and along the upstream and downstream value chain, in particular: (bi) the identification of climate-related hazards, considering at least high emission climate scenarios; and (bii) the assessment of how its assets and business activities may be exposed and are sensitive to these climate-related hazards, creating gross physical risks for the undertaking. (c) climate-related transition risks and opportunities in own operations and along the upstream and downstream value chain, in particular: (ci) the identification of climate-related transition events, considering at least a climate scenario in line with limiting global warming to 1.5°C with no or limited overshoot; and (cii) the assessment of how its assets and business activities may be exposed to these climate-related transition events, creating gross transition risks or opportunities for the undertaking.",E3,"Climate-related transition risks and opportunities in own operations and along the upstream and downstream value chain, in particular: The identification of climate-related transition events, considering at least a climate scenario in line with limiting global warming to 1.5°C with no or limited overshoot; The assessment of how its assets and business activities may be exposed to these climate-related transition events, creating gross transition risks or opportunities for the undertaking.",Yes,Requirement text,
ESRS E1,ESRS E1 Risk Management 25,The undertaking shall indicate whether and how its policies address the following areas: (a) climate change mitigation; (b) climate change adaptation; (c) energy efficiency; (d) renewable energy deployment; and (e) other,E1,The undertaking shall indicate whether and how its policies address the following areas: Climate change mitigation; Climate change adaptation; Energy efficiency; Renewable energy deployment; Other,Yes,Requirement text,
ESRS E1,ESRS E1 Risk Management 29,"In addition to ESRS 2 MDR-A, the undertaking shall: (a) when listing key actions taken in the reporting year and planned for the future, present the climate change mitigation actions by decarbonisation lever including the nature-based solutions; (b) when describing the outcome of the actions for climate change mitigation, include the achieved and expected GHG emission reductions; and (c) relate significant monetary amounts of CapEx and OpEx required to implement the actions taken or planned to: (ci) the relevant line items or notes in the financial statements; (cii) the key performance indicators required under Commission Delegated Regulation (EU) 2021/2178; and (ciii) if applicable, the CapEx plan required by Commission Delegated Regulation (EU) 2021/2178.",E1,"When listing key actions taken in the reporting year and planned for the future, present the climate change mitigation actions by decarbonisation lever including the nature-based solutions",Yes,Requirement text,
ESRS E1,ESRS E1 Risk Management 29,"In addition to ESRS 2 MDR-A, the undertaking shall: (a) when listing key actions taken in the reporting year and planned for the future, present the climate change mitigation actions by decarbonisation lever including the nature-based solutions; (b) when describing the outcome of the actions for climate change mitigation, include the achieved and expected GHG emission reductions; and (c) relate significant monetary amounts of CapEx and OpEx required to implement the actions taken or planned to: (ci) the relevant line items or notes in the financial statements; (cii) the key performance indicators required under Commission Delegated Regulation (EU) 2021/2178; and (ciii) if applicable, the CapEx plan required by Commission Delegated Regulation (EU) 2021/2178.",E2,"When describing the outcome of the actions for climate change mitigation, include the achieved and expected GHG emission reductions",Yes,Requirement text,
ESRS E1,ESRS E1 Risk Management 29,"In addition to ESRS 2 MDR-A, the undertaking shall: (a) when listing key actions taken in the reporting year and planned for the future, present the climate change mitigation actions by decarbonisation lever including the nature-based solutions; (b) when describing the outcome of the actions for climate change mitigation, include the achieved and expected GHG emission reductions; and (c) relate significant monetary amounts of CapEx and OpEx required to implement the actions taken or planned to: (ci) the relevant line items or notes in the financial statements; (cii) the key performance indicators required under Commission Delegated Regulation (EU) 2021/2178; and (ciii) if applicable, the CapEx plan required by Commission Delegated Regulation (EU) 2021/2178.",E3,"Relate significant monetary amounts of CapEx and OpEx required to implement the actions taken or planned to: The relevant line items or notes in the financial statements; The key performance indicators required under Commission Delegated Regulation (EU) 2021/2178; If applicable, the CapEx plan required by Commission Delegated Regulation (EU) 2021/2178.",Yes,Requirement text,
